date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2019-03-29,189.1018,189.3509,187.8168,189.2214,23563961,23563961,1.2253,0.652,188.7624,"Mar 29, 19",0.0020961140862254903
2019-04-01,190.9049,190.9447,187.6574,190.5064,27861964,27861964,1.2851,0.679,189.5517,"Apr 1, 19",0.008901335412147531
2019-04-02,190.357,193.7141,190.3171,193.2757,22765732,22765732,2.7693,1.454,192.3369,"Apr 2, 19",0.02356724935601948
2019-04-03,192.5087,195.7462,192.4091,194.6006,23271830,23271830,1.3249,0.685,194.5459,"Apr 3, 19",0.030583776776030247
2019-04-04,194.0428,195.6167,192.3991,194.9393,19114275,19114275,0.338696,0.174,194.9106,"Apr 4, 19",0.03237749542434921
2019-04-05,195.6964,196.3439,195.1784,196.2443,18526644,18526644,1.305,0.669,195.8646,"Apr 5, 19",0.039288634591919745
2019-04-08,195.6665,199.4619,195.5868,199.3324,25881697,25881697,3.0881,1.574,198.1962,"Apr 8, 19",0.05564287893167027
2019-04-09,199.5516,202.0719,198.4658,198.7347,35768237,35768237,-0.597698,-0.3,200.1611,"Apr 9, 19",0.05247752423400214
2019-04-10,197.9179,199.97,197.4198,199.8504,21695288,21695288,1.1157,0.561,198.7508,"Apr 10, 19",0.05838615103036875
2019-04-11,200.0795,200.229,197.6819,198.1868,20900808,20900808,-1.6636,-0.832,198.9751,"Apr 11, 19",0.04957590496203903
2019-04-12,198.4359,199.3723,195.4573,198.1071,27760668,27760668,-0.079693,-0.04,197.5497,"Apr 12, 19",0.04915382236306938
2019-04-15,197.8182,199.0834,197.2504,198.4658,17536646,17536646,0.358619,0.181,198.2139,"Apr 15, 19",0.05105345885303684
2019-04-16,198.6949,200.5975,197.7983,198.4857,25696385,25696385,0.019923,0.01,199.136,"Apr 16, 19",0.05115884710547722
2019-04-17,198.7746,202.5998,197.8481,202.3508,28906780,28906780,3.8651,1.947,201.0345,"Apr 17, 19",0.0716279995932754
2019-04-18,202.3408,203.3669,201.7431,203.078,24195766,24195766,0.7272,0.359,202.7264,"Apr 18, 19",0.07547917231561818
2019-04-22,202.0519,204.1539,201.5638,203.7454,19439545,19439545,0.66743,0.329,203.4256,"Apr 22, 19",0.07901365069143157
2019-04-23,203.6458,206.9531,203.1178,206.6841,23322991,23322991,2.9387,1.442,205.6954,"Apr 23, 19",0.0945766887540672
2019-04-24,206.5646,207.6803,206.2558,206.3653,17540609,17540609,-0.318773,-0.154,206.8578,"Apr 24, 19",0.09288835835818862
2019-04-25,206.0366,206.963,204.3332,204.4925,18543206,18543206,-1.8728,-0.908,205.2752,"Apr 25, 19",0.08297021166621474
2019-04-26,204.114,204.2136,201.3447,203.5163,18649102,18649102,-0.976241,-0.477,203.2958,"Apr 26, 19",0.07780036181534702
2019-04-29,203.6159,205.1799,203.078,203.8251,22204716,22204716,0.308811,0.152,204.1957,"Apr 29, 19",0.07943573329040121
2019-04-30,202.2811,202.6198,198.3462,199.9002,46534923,46534923,-3.9249,-1.926,200.0774,"Apr 30, 19",0.05864988645607377
2019-05-01,209.0749,214.4841,208.4274,209.7124,64827328,64827328,9.8122,4.909,211.9056,"May 1, 19",0.11061423874728847
2019-05-02,209.0351,211.8343,207.3316,208.3477,31996324,31996324,-1.3647,-0.651,209.3998,"May 2, 19",0.10338693482239693
2019-05-03,210.081,211.0274,209.4236,210.9377,20892378,20892378,2.59,1.243,210.3181,"May 3, 19",0.11710329531588935
2019-05-06,203.5063,208.0389,202.7194,207.6803,32443113,32443113,-3.2575,-1.544,206.548,"May 6, 19",0.0998524564465834
2019-05-07,205.0902,206.6218,200.0546,202.0818,38763698,38763698,-5.5984,-2.696,202.7622,"May 7, 19",0.07020340462310183
2019-05-08,201.1255,204.5523,200.9761,202.1217,26339504,26339504,0.039847,0.02,202.955,May 8,0.07041471071719087
2019-05-09,199.6313,200.9064,195.9056,199.95,34908607,34908607,-2.1716,-1.074,198.5261,May 9,0.058913621881778636
2019-05-10,197.419,198.85,192.77,197.18,41208712,41208712,-2.77,-1.385,195.937,May 10,0.044244000813449015
2019-05-13,187.71,189.48,182.85,185.72,57430623,57430623,-11.46,-5.812,186.6812,May 13,-0.01644692245119311
2019-05-14,186.41,189.7,185.41,188.66,36529677,36529677,2.94,1.583,187.9622,May 14,-0.0008769997288503887
2019-05-15,186.27,191.75,186.02,190.92,26544718,26544718,2.26,1.198,189.7151,May 15,0.011091716377440235
2019-05-16,189.91,192.4689,188.84,190.08,33031364,33031364,-0.84,-0.44,190.3896,May 16,0.006643167028199587
2019-05-17,186.93,190.9,186.76,189,32879090,32879090,-1.08,-0.568,188.8989,May 17,0.0009236035791756596
2019-05-20,183.52,184.349,180.2839,183.09,38612290,38612290,-5.91,-3.127,182.6553,May 20,-0.030375118627982672
2019-05-21,185.22,188,184.7,186.6,28364848,28364848,3.51,1.917,186.7447,May 21,-0.011786537418655173
2019-05-22,184.66,185.71,182.55,182.78,29748556,29748556,-3.82,-2.047,183.6907,May 22,-0.03201684517353583
2019-05-23,179.8,180.54,177.81,179.66,36529736,36529736,-3.12,-1.707,179.3115,May 23,-0.048540028470715896
2019-05-24,180.2,182.14,178.62,178.97,23714686,23714686,-0.69,-0.384,180.135,May 24,-0.05219419400759224
2019-05-28,178.92,180.59,177.91,178.23,27948160,27948160,-0.74,-0.413,178.8754,May 28,-0.05611315414859012
2019-05-29,176.42,179.35,176,177.38,28481165,28481165,-0.85,-0.477,177.5567,May 29,-0.060614662418655166
2019-05-30,177.95,179.23,176.67,178.3,21218412,21218412,0.92,0.519,177.9595,May 30,-0.05574244170281994
2019-05-31,176.23,177.99,174.99,175.07,27043584,27043584,-3.23,-1.812,176.3956,May 31,-0.07284817312906733
2019-06-03,175.6,177.92,170.27,173.3,40396069,40396069,-1.77,-1.011,174.3526,Jun 3,-0.08222190211496744
2019-06-04,175.44,179.83,174.52,179.64,30967961,30967961,6.34,3.658,178.0731,Jun 4,-0.04864594631236454
2019-06-05,184.28,184.99,181.14,182.54,29773427,29773427,2.9,1.614,182.8322,Jun 5,-0.03328785927331896
2019-06-06,183.08,185.47,182.1489,185.22,22526311,22526311,2.68,1.468,183.8176,Jun 6,-0.01909486849240786
2019-06-07,186.51,191.92,185.77,190.15,30684393,30684393,4.93,2.662,189.7965,Jun 7,0.007013879473969616
