date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
2018-07-03,10.402,10.4488,10.252,10.2989,16544777,16544777,-0.103083,-0.991,10.3384,"Jul 3, 18",-0.09173567567090866
2018-07-05,10.402,10.4394,10.327,10.3551,32008544,32008544,0.056227,0.546,10.3721,"Jul 5, 18",-0.08677937402439347
2018-07-06,10.3457,10.402,10.2333,10.3645,25671874,25671874,0.009371,0.09,10.3435,"Jul 6, 18",-0.08595038406928245
2018-07-09,10.402,10.5519,10.3364,10.4957,23916802,23916802,0.131195,1.266,10.4881,"Jul 9, 18",-0.07437980086603001
2018-07-10,10.4957,10.5519,10.4676,10.5425,21231537,21231537,0.046856,0.446,10.5197,"Jul 10, 18",-0.07025248917462583
2018-07-11,10.4488,10.4676,10.3551,10.3738,30030119,30030119,-0.168679,-1.6,10.3876,"Jul 11, 18",-0.08513021315624705
2018-07-12,10.402,10.4394,10.3082,10.3551,27025237,27025237,-0.018743,-0.181,10.3516,"Jul 12, 18",-0.08677937402439347
2018-07-13,10.327,10.3551,10.2239,10.2895,36567189,36567189,-0.065598,-0.633,10.2848,"Jul 13, 18",-0.09256466562601968
2018-07-16,10.2614,10.2801,10.0833,10.1677,46156833,46156833,-0.121826,-1.184,10.151,"Jul 16, 18",-0.1033062588741611
2018-07-17,10.1208,10.2145,10.1208,10.1771,37584265,37584265,0.009372,0.092,10.1762,"Jul 17, 18",-0.10247726891905008
2018-07-18,10.1677,10.2099,10.1302,10.1864,36420018,36420018,0.00937,0.092,10.1736,"Jul 18, 18",-0.10165709800601454
2018-07-19,10.2052,10.2145,10.0927,10.1396,40308773,40308773,-0.046855,-0.46,10.1375,"Jul 19, 18",-0.1057844096974187
2018-07-20,10.1491,10.1871,9.9875,10.035,41673254,41673254,-0.104533,-1.031,10.0372,"Jul 20, 18",-0.11500912770854829
2018-07-23,10.035,10.0445,9.902,9.9495,34941983,34941983,-0.085526,-0.852,9.9453,"Jul 23, 18",-0.1225494086832288
2018-07-24,9.9875,10.2061,9.978,10.0445,47302950,47302950,0.095029,0.955,10.0824,"Jul 24, 18",-0.11417131871136164
2018-07-25,9.807,10.0445,9.6169,9.997,92610535,92610535,-0.047514,-0.473,9.7764,"Jul 25, 18",-0.11836036369729522
2018-07-26,9.6359,9.6549,9.3508,9.3983,103893039,103893039,-0.598682,-5.989,9.483,"Jul 26, 18",-0.17115996860421015
2018-07-27,9.4649,9.5504,9.4173,9.4364,46178701,46178701,0.038011,0.404,9.4693,"Jul 27, 18",-0.1677999135733876
2018-07-30,9.4649,9.5979,9.4364,9.5694,35877009,35877009,0.133041,1.41,9.5452,"Jul 30, 18",-0.1560705876127735
2018-07-31,9.6074,9.6074,9.5029,9.5409,38026871,38026871,-0.028509,-0.298,9.5539,"Jul 31, 18",-0.15858401460433363
2018-08-01,9.5599,9.5775,9.3318,9.4078,44126692,44126692,-0.133039,-1.394,9.4107,"Aug 1, 18",-0.17032215960702352
2018-08-02,9.4078,9.4839,9.3508,9.4269,40318865,40318865,0.019005,0.202,9.4398,"Aug 2, 18",-0.1686377225705744
2018-08-03,9.4364,9.5599,9.4364,9.5409,25925122,25925122,0.114034,1.21,9.5259,"Aug 3, 18",-0.15858401460433363
2018-08-06,9.5029,9.5504,9.4744,9.5314,22247882,22247882,-0.009502,-0.1,9.5209,"Aug 6, 18",-0.15942182360152043
2018-08-07,9.5409,9.5979,9.5219,9.5789,27961231,27961231,0.047514,0.499,9.5764,"Aug 7, 18",-0.1552327786155867
2018-08-08,9.5504,9.5979,9.5409,9.5504,22601602,22601602,-0.028508,-0.298,9.563,"Aug 8, 18",-0.15774620560714697
2018-08-09,9.5599,9.5694,9.4078,9.4173,35682617,35682617,-0.133041,-1.393,9.4559,"Aug 9, 18",-0.16948435060983685
2018-08-10,9.4173,9.4173,9.2368,9.2558,39180474,39180474,-0.161549,-1.715,9.2782,"Aug 10, 18",-0.18372710356201105
2018-08-13,9.2558,9.2653,8.9517,8.9897,66586182,66586182,-0.266081,-2.875,9.032,"Aug 13, 18",-0.20719457452531514
2018-08-14,9.0372,9.137,8.9802,9.0277,37657351,37657351,0.038013,0.423,9.0513,"Aug 14, 18",-0.20384333853656822
2018-08-15,8.9897,9.0277,8.8852,8.9802,36298597,36298597,-0.047515,-0.526,8.9347,"Aug 15, 18",-0.2080323835225018
2018-08-16,9.0277,9.1228,9.0182,9.0372,28857667,28857667,0.057017,0.635,9.0678,"Aug 16, 18",-0.20300552953938142
2018-08-17,9.0562,9.1228,8.9897,9.0752,32742936,32742936,0.038011,0.421,9.0576,"Aug 17, 18",-0.1996542935506345
2018-08-20,9.0847,9.2558,9.0847,9.2368,25252486,25252486,0.16155,1.78,9.2074,"Aug 20, 18",-0.18540272155638451
2018-08-21,9.2843,9.4078,9.2083,9.3698,46413897,46413897,0.13304,1.44,9.3433,"Aug 21, 18",-0.17367339559577044
2018-08-22,9.3033,9.3318,9.1988,9.2083,30803675,30803675,-0.161549,-1.724,9.2419,"Aug 22, 18",-0.18791614854794478
2018-08-23,9.1893,9.2083,9.1038,9.1513,31511844,31511844,-0.057018,-0.619,9.1478,"Aug 23, 18",-0.192943002531065
2018-08-24,9.1703,9.2178,9.1323,9.1988,18380040,18380040,0.047514,0.519,9.1901,"Aug 24, 18",-0.18875395754513144
2018-08-27,9.2653,9.5409,9.2463,9.4934,49769258,49769258,0.29459,3.202,9.4595,"Aug 27, 18",-0.16277305959026736
2018-08-28,9.5789,9.5884,9.4554,9.5124,33845494,33845494,0.019006,0.2,9.5153,"Aug 28, 18",-0.1610974415958939
2018-08-29,9.5124,9.5219,9.4078,9.4744,37336431,37336431,-0.038013,-0.4,9.4695,"Aug 29, 18",-0.16444867758464082
2018-08-30,9.3793,9.4221,9.1893,9.2178,48539347,48539347,-0.256576,-2.708,9.2751,"Aug 30, 18",-0.18707833955075798
2018-08-31,9.1608,9.1988,8.9327,9.0087,76424884,76424884,-0.209064,-2.268,9.0254,"Aug 31, 18",-0.20551895653094168
2018-09-04,9.0562,9.1038,8.8947,8.9992,54111109,54111109,-0.009502,-0.105,9.0045,"Sep 4, 18",-0.20635676552812834
2018-09-05,8.9992,9.0752,8.8567,9.0182,44561879,44561879,0.019005,0.211,9.0148,"Sep 5, 18",-0.20468114753375488
2018-09-06,9.0087,9.0752,8.9327,8.9612,29519107,29519107,-0.057016,-0.632,8.975,"Sep 6, 18",-0.20970800151687527
2018-09-07,8.9422,9.0182,8.7902,8.8092,51229915,51229915,-0.152047,-1.697,8.866,"Sep 7, 18",-0.2231129454718628
2018-09-10,8.8472,9.0182,8.8377,8.9137,30419066,30419066,0.104532,1.187,8.9384,"Sep 10, 18",-0.21389704650280883
2018-09-11,8.8852,8.8947,8.7616,8.8472,27158381,27158381,-0.066521,-0.746,8.8398,"Sep 11, 18",-0.21976170948311588
2018-09-12,8.8472,8.9517,8.8187,8.8757,25450013,25450013,0.028509,0.322,8.8896,"Sep 12, 18",-0.21724828249155576
2018-09-13,8.9137,8.9422,8.8472,8.9042,29315671,29315671,0.028509,0.321,8.8949,"Sep 13, 18",-0.21473485549999566
2018-09-14,8.9137,9.0087,8.8947,8.9802,30013336,30013336,0.076023,0.854,8.95,"Sep 14, 18",-0.2080323835225018
2018-09-17,8.966,9.118,8.9612,9.0752,29544428,29544428,0.095028,1.058,9.0673,"Sep 17, 18",-0.1996542935506345
2018-09-18,9.0657,9.1323,9.0087,9.1038,57055398,57055398,0.028509,0.314,9.0908,"Sep 18, 18",-0.19713204751699875
2018-09-19,9.1323,9.3413,9.1323,9.2938,40111485,40111485,0.190057,2.088,9.298,"Sep 19, 18",-0.18037586757326426
2018-09-20,9.3413,9.4364,9.2273,9.3223,46314358,46314358,0.02851,0.307,9.3178,"Sep 20, 18",-0.177862440581704
2018-09-21,9.3508,9.4459,9.2938,9.3603,74488637,74488637,0.038011,0.408,9.3544,"Sep 21, 18",-0.17451120459295708
2018-09-24,9.2938,9.3603,9.0467,9.1133,43170827,43170827,-0.247076,-2.64,9.1292,"Sep 24, 18",-0.19629423851981193
2018-09-25,9.0562,9.0847,8.9042,8.9232,44406116,44406116,-0.190057,-2.086,8.974,"Sep 25, 18",-0.2130592375056222
2018-09-26,8.9137,8.9422,8.8092,8.8092,58597487,58597487,-0.114034,-1.278,8.8524,"Sep 26, 18",-0.2231129454718628
2018-09-27,8.8377,8.8662,8.7426,8.7712,57272192,57272192,-0.038011,-0.431,8.7905,"Sep 27, 18",-0.22646418146060973
2018-09-28,8.7616,8.8187,8.6381,8.7902,30987233,30987233,0.019005,0.217,8.7557,"Sep 28, 18",-0.22478856346623627
2018-10-01,8.9612,8.9707,8.8377,8.8567,44864717,44864717,0.066521,0.757,8.9092,"Oct 1, 18",-0.21892390048592922
2018-10-02,8.8092,8.8757,8.7236,8.7426,41806359,41806359,-0.114035,-1.288,8.7796,"Oct 2, 18",-0.22898642749424564
2018-10-03,8.8092,8.8472,8.6761,8.6761,47023058,47023058,-0.06652,-0.761,8.7349,"Oct 3, 18",-0.23485109047455266
2018-10-04,8.6761,8.7616,8.6381,8.6951,38889619,38889619,0.019005,0.219,8.6965,"Oct 4, 18",-0.2331754724801792
2018-10-05,8.6951,8.7616,8.6476,8.6666,36952234,36952234,-0.028508,-0.328,8.6876,"Oct 5, 18",-0.23568889947173932
2018-10-08,8.6476,8.8187,8.6381,8.7997,43657683,43657683,0.13304,1.535,8.7454,"Oct 8, 18",-0.2239507544690496
2018-10-09,8.7712,8.8472,8.5051,8.5051,58356912,58356912,-0.294589,-3.348,8.5837,"Oct 9, 18",-0.24993165242391369
2018-10-10,8.5051,8.5336,8.372,8.3815,54104073,54104073,-0.123538,-1.453,8.4451,"Oct 10, 18",-0.26083198842941674
2018-10-11,8.3815,8.5431,8.3245,8.372,66170847,66170847,-0.009503,-0.113,8.4303,"Oct 11, 18",-0.26166979742660357
2018-10-12,8.5051,8.5051,8.125,8.2105,59308503,59308503,-0.161548,-1.93,8.2437,"Oct 12, 18",-0.2759125503787779
2018-10-15,8.239,8.41,8.2295,8.372,40183227,40183227,0.161548,1.968,8.3615,"Oct 15, 18",-0.26166979742660357
2018-10-16,8.429,8.4481,8.296,8.3625,36771962,36771962,-0.009502,-0.113,8.35,"Oct 16, 18",-0.2625076064237902
2018-10-17,8.3625,8.4195,8.2105,8.3245,48795137,48795137,-0.038011,-0.455,8.3089,"Oct 17, 18",-0.2658588424125371
2018-10-18,8.3055,8.3245,8.0774,8.0869,59669220,59669220,-0.237572,-2.854,8.1655,"Oct 18, 18",-0.28681288638428093
2018-10-19,7.9064,8.1012,7.7829,8.0774,59831126,59831126,-0.009503,-0.118,8.0091,"Oct 19, 18",-0.2876506953814676
2018-10-22,8.1065,8.1742,8.0001,8.1355,39803505,39803505,0.058041,0.719,8.1049,"Oct 22, 18",-0.28252683193551514
2018-10-23,8.0291,8.358,7.9614,8.3096,55443298,55443298,0.174124,2.14,8.2084,"Oct 23, 18",-0.26717287968180903
2018-10-24,8.2225,8.3144,7.9033,7.913,58895107,58895107,-0.396617,-4.773,8.0615,"Oct 24, 18",-0.3021492005538358
2018-10-25,8.2419,8.7062,8.1839,8.6966,90399170,90399170,0.78356,9.902,8.5695,"Oct 25, 18",-0.23304318684904446
2018-10-26,8.6675,8.7643,8.5708,8.6869,100639822,100639822,-0.009673,-0.111,8.6707,"Oct 26, 18",-0.23389863393038252
2018-10-29,9.0545,9.277,8.8707,8.9771,92275144,92275144,0.290208,3.341,9.0884,"Oct 29, 18",-0.20830577382684692
2018-10-30,9.0061,9.2479,8.9674,9.1512,58061997,58061997,0.174124,1.94,9.1599,"Oct 30, 18",-0.1929518215731408
2018-10-31,9.306,9.3544,9.1222,9.2383,68507097,68507097,0.087062,0.951,9.2168,"Oct 31, 18",-0.18527043592524975
2018-11-01,9.2286,9.2383,8.9577,8.9868,59794356,59794356,-0.251513,-2.723,9.0388,"Nov 1, 18",-0.20745032674550887
2018-11-02,9.0545,9.1415,8.9577,9.0738,48499166,48499166,0.087062,0.969,9.0545,"Nov 2, 18",-0.19977776013969362
2018-11-05,9.0738,9.2576,9.0448,9.2189,41274267,41274267,0.145104,1.599,9.1883,"Nov 5, 18",-0.1869813300879259
2018-11-06,9.1512,9.2576,9.1028,9.2286,40928647,40928647,0.009674,0.105,9.1995,"Nov 6, 18",-0.18612588300658783
2018-11-07,9.2866,9.2866,9.1415,9.2866,37347419,37347419,0.058041,0.629,9.2508,"Nov 7, 18",-0.181010838602711
2018-11-08,9.2673,9.335,9.1319,9.1512,55810120,55810120,-0.13543,-1.458,9.1891,"Nov 8, 18",-0.1929518215731408
2018-11-09,9.0738,9.4801,8.9674,9.0738,52203593,52203593,-0.077389,-0.846,9.1182,"Nov 9, 18",-0.19977776013969362
2018-11-12,9.0738,9.2673,9.0641,9.1802,36317186,36317186,0.10641,1.173,9.2026,"Nov 12, 18",-0.1903942993712024
2018-11-13,9.2189,9.3544,9.1609,9.2286,33097995,33097995,0.048368,0.527,9.2648,"Nov 13, 18",-0.18612588300658783
2018-11-14,9.3157,9.3503,9.1222,9.2286,46677594,46677594,0,0,9.2217,"Nov 14, 18",-0.18612588300658783
2018-11-15,9.1899,9.2189,8.8223,9.0061,57170119,57170119,-0.222493,-2.411,8.9693,"Nov 15, 18",-0.2057482516249085
2018-11-16,8.9771,9.0061,8.6869,8.7546,54582518,54582518,-0.251513,-2.793,8.7963,"Nov 16, 18",-0.22792814244516763
2018-11-19,8.7256,9.0545,8.6675,8.9481,56292462,56292462,0.193472,2.21,8.9055,"Nov 19, 18",-0.21086329602878534
2018-11-20,8.803,8.919,8.7159,8.7643,35160306,35160306,-0.183798,-2.054,8.798,"Nov 20, 18",-0.22707269536382957
2018-11-21,8.7546,8.8997,8.6869,8.8126,25882740,25882740,0.048367,0.552,8.8294,"Nov 21, 18",-0.2228130980412908
2018-11-23,8.7739,8.919,8.7352,8.832,13520848,13520848,0.019348,0.22,8.8367,"Nov 23, 18",-0.22110220387861465
2018-11-26,8.9287,9.2189,8.8707,9.0932,46304425,46304425,0.261187,2.957,9.0989,"Nov 26, 18",-0.19806686597701764
2018-11-27,9.0641,9.1222,8.9481,8.9771,34283203,34283203,-0.116083,-1.277,9.0041,"Nov 27, 18",-0.20830577382684692
2018-11-28,8.9674,9.1319,8.8707,9.1028,33199483,33199483,0.125757,1.401,9.0192,"Nov 28, 18",-0.1972202379377552
2018-11-29,9.0641,9.1319,8.9577,9.0641,29207626,29207626,-0.038696,-0.425,9.0541,"Nov 29, 18",-0.20063320722103167
2018-11-30,9.0641,9.1706,9.0545,9.1028,36269456,36269456,0.038696,0.427,9.1125,"Nov 30, 18",-0.1972202379377552
2018-12-03,9.3931,9.5285,9.2866,9.2866,64643017,64643017,0.183797,2.019,9.3816,"Dec 3, 18",-0.181010838602711
2018-12-04,9.2383,9.2866,8.8803,8.8803,57930317,57930317,-0.40629,-4.375,9.0097,"Dec 4, 18",-0.21684260655607587
2018-12-06,8.8223,8.8223,8.6288,8.7256,53963586,53963586,-0.154777,-1.743,8.7061,"Dec 6, 18",-0.23048566464710604
2018-12-07,8.7256,8.832,8.5128,8.5321,43534810,43534810,-0.193472,-2.217,8.6208,"Dec 7, 18",-0.24755051106348833
2018-12-10,8.5418,8.5611,8.1065,8.2419,56499741,56499741,-0.290208,-3.401,8.2395,"Dec 10, 18",-0.2731433711670239
2018-12-11,8.4354,8.5128,8.2225,8.2612,42294523,42294523,0.019348,0.235,8.3388,"Dec 11, 18",-0.2714412960464234
2018-12-12,8.358,8.445,8.3096,8.358,40602732,40602732,0.096735,1.171,8.3771,"Dec 12, 18",-0.26290446331719447
2018-12-13,8.387,8.416,8.179,8.2225,34200443,34200443,-0.135429,-1.62,8.2585,"Dec 13, 18",-0.27485426532969987
2018-12-14,8.2419,8.3967,8.1839,8.2419,35613263,35613263,0.019346,0.235,8.2922,"Dec 14, 18",-0.2731433711670239
2018-12-17,8.2032,8.4354,8.1355,8.2225,44469948,44469948,-0.019346,-0.235,8.2753,"Dec 17, 18",-0.27485426532969987
2018-12-18,8.2709,8.3967,8.1355,8.1935,38262962,38262962,-0.029022,-0.353,8.2484,"Dec 18, 18",-0.2774117875316383
2018-12-19,8.1839,8.3676,8.0001,8.0484,75272899,75272899,-0.145103,-1.771,8.149,"Dec 19, 18",-0.29020821758340604
2018-12-20,8.0581,8.1423,7.913,7.9904,58926152,58926152,-0.058042,-0.721,8.0154,"Dec 20, 18",-0.2953232619872829
2018-12-21,7.9517,8.1258,7.7776,7.7872,57542256,57542256,-0.203145,-2.542,7.8923,"Dec 21, 18",-0.3132435554850032
2018-12-24,7.7485,7.7485,7.3616,7.3809,38709511,38709511,-0.40629,-5.217,7.4977,"Dec 24, 18",-0.34907532343836817
2018-12-26,7.4777,7.6034,7.1681,7.5938,58809955,58809955,0.212818,2.883,7.4181,"Dec 26, 18",-0.3302995828593098
2018-12-27,7.5647,7.5938,7.2842,7.5938,49812964,49812964,0,0,7.4157,"Dec 27, 18",-0.3302995828593098
2018-12-28,7.5744,7.7776,7.5067,7.5551,47331686,47331686,-0.038695,-0.51,7.5937,"Dec 28, 18",-0.33371255214258627
2018-12-31,7.5938,7.6034,7.2552,7.4003,57816044,57816044,-0.154777,-2.049,7.371,"Dec 31, 18",-0.3473644292756921
2019-01-02,7.2842,7.7582,7.2358,7.6421,47494361,47494361,0.24184,3.268,7.6069,"Jan 2, 19",-0.326039985536771
2019-01-03,7.7098,7.7292,7.526,7.526,39172395,39172395,-0.116083,-1.519,7.6063,"Jan 3, 19",-0.3362788933866004
2019-01-04,7.6518,7.8549,7.5938,7.8163,43039807,43039807,0.290207,3.856,7.7563,"Jan 4, 19",-0.31067721424098915
2019-01-07,7.8453,8.092,7.7631,8.0194,40729353,40729353,0.203145,2.599,7.985,"Jan 7, 19",-0.2927657397853446
2019-01-08,8.1452,8.2612,8.0774,8.0968,45643969,45643969,0.077389,0.965,8.1415,"Jan 8, 19",-0.28593980121879164
2019-01-09,8.1742,8.4837,8.0871,8.4354,48404884,48404884,0.338575,4.182,8.3739,"Jan 9, 19",-0.25607852475064163
2019-01-10,8.4257,8.4837,8.1742,8.387,39490422,39490422,-0.048367,-0.573,8.3729,"Jan 10, 19",-0.260346941115256
2019-01-11,8.4837,8.6385,8.416,8.5321,41559875,41559875,0.145104,1.73,8.5306,"Jan 11, 19",-0.24755051106348833
2019-01-14,8.5128,8.7643,8.4741,8.6966,44833842,44833842,0.16445,1.927,8.6785,"Jan 14, 19",-0.23304318684904446
2019-01-15,8.7256,8.7352,8.4644,8.5514,65311702,65311702,-0.145103,-1.669,8.5531,"Jan 15, 19",-0.24584843594288797
2019-01-16,8.3967,8.4837,7.9904,8.0194,73869859,73869859,-0.532048,-6.222,8.1638,"Jan 16, 19",-0.2927657397853446
2019-01-17,8.0001,8.1645,7.942,8.0871,56722604,56722604,0.067716,0.844,8.0434,"Jan 17, 19",-0.2867952483001297
2019-01-18,8.1161,8.3193,8.0581,8.2999,51127860,51127860,0.212819,2.632,8.2474,"Jan 18, 19",-0.2680283267631471
2019-01-22,8.2612,8.3241,8.1839,8.2225,47182620,47182620,-0.077388,-0.932,8.2319,"Jan 22, 19",-0.27485426532969987
2019-01-23,8.2612,8.2612,8.0097,8.0678,45196860,45196860,-0.154778,-1.882,8.0835,"Jan 23, 19",-0.28849732342073003
2019-01-24,8.0484,8.3967,7.9517,8.3193,79516367,79516367,0.251513,3.118,8.2764,"Jan 24, 19",-0.2663174326004709
2019-01-25,8.4547,8.6675,8.445,8.5708,53130148,53130148,0.251513,3.023,8.5777,"Jan 25, 19",-0.24413754178021183
2019-01-28,8.5128,8.5128,8.2999,8.3773,42116304,42116304,-0.193471,-2.257,8.3979,"Jan 28, 19",-0.2612023881965941
2019-01-29,8.4257,8.5031,8.3386,8.4741,30485016,30485016,0.096736,1.155,8.4539,"Jan 29, 19",-0.25266555546736513
2019-01-30,8.5282,8.5823,8.3855,8.5725,29906134,29906134,0.098418,1.161,8.4859,"Jan 30, 19",-0.24398761806492583
2019-01-31,8.4839,8.6807,8.4642,8.6611,39389094,39389094,0.088579,1.033,8.6198,"Jan 31, 19",-0.23617394678590017
2019-02-01,8.6315,8.6709,8.4839,8.5823,34124005,34124005,-0.078737,-0.909,8.5629,"Feb 1, 19",-0.24312335194151213
2019-02-04,8.5626,8.5626,8.4544,8.5626,28855569,28855569,-0.019684,-0.229,8.5206,"Feb 4, 19",-0.24486070323041514
2019-02-05,8.543,8.6217,8.5134,8.6118,26166848,26166848,0.04921,0.575,8.5724,"Feb 5, 19",-0.2405217345291954
2019-02-06,8.6512,8.7595,8.543,8.5823,32644299,32644299,-0.029526,-0.343,8.6001,"Feb 6, 19",-0.24312335194151213
2019-02-07,8.4839,8.4839,8.1591,8.1788,55161837,55161837,-0.403527,-4.702,8.2373,"Feb 7, 19",-0.2787081867167588
2019-02-08,8.1591,8.2772,8.0312,8.2575,38650090,38650090,0.078737,0.963,8.1556,"Feb 8, 19",-0.27176760060322247
2019-02-11,8.2772,8.3067,8.1591,8.1985,27403546,27403546,-0.059052,-0.715,8.212,"Feb 11, 19",-0.2769708354278559
2019-02-12,8.2477,8.3363,8.2477,8.3264,26235089,26235089,0.127947,1.561,8.3041,"Feb 12, 19",-0.2656912806130999
2019-02-13,8.3166,8.5233,8.2575,8.2772,27182886,27182886,-0.04921,-0.591,8.3108,"Feb 13, 19",-0.27003024931431946
2019-02-14,8.2477,8.3363,8.1886,8.2871,23569872,23569872,0.009842,0.119,8.2994,"Feb 14, 19",-0.2691571641488301
2019-02-15,8.356,8.4248,8.2772,8.4052,58080330,58080330,0.118105,1.425,8.3931,"Feb 15, 19",-0.2587418754574878
2019-02-19,8.3953,8.7053,8.3953,8.6906,37929175,37929175,0.285421,3.396,8.611,"Feb 19, 19",-0.23357232937358346
2019-02-20,8.6906,8.8382,8.6807,8.7988,55316868,55316868,0.108263,1.246,8.7908,"Feb 20, 19",-0.22403012584773044
2019-02-21,8.7988,8.8136,8.5626,8.5725,44730351,44730351,-0.226368,-2.573,8.6569,"Feb 21, 19",-0.24398761806492583
2019-02-22,8.5922,8.6118,8.4248,8.5725,40947503,40947503,0,0,8.517,"Feb 22, 19",-0.24398761806492583
2019-02-25,8.6315,8.7103,8.6118,8.6217,56615428,56615428,0.04921,0.574,8.6399,"Feb 25, 19",-0.23964864936370608
2019-02-26,8.6118,8.7988,8.5823,8.7398,38348838,38348838,0.118106,1.37,8.7234,"Feb 26, 19",-0.22923336067236372
2019-02-27,8.6906,8.7693,8.6414,8.6414,34093320,34093320,-0.098421,-1.126,8.6748,"Feb 27, 19",-0.23791129807480305
2019-02-28,8.6315,8.6512,8.4642,8.6315,43960541,43960541,-0.009843,-0.114,8.5647,"Feb 28, 19",-0.23878438324029239
2019-03-01,8.7103,8.7496,8.5725,8.6512,37699506,37699506,0.019685,0.228,8.6431,"Mar 1, 19",-0.23704703195138951
2019-03-04,8.6906,8.8284,8.6217,8.6709,46196859,46196859,0.019684,0.228,8.7087,"Mar 4, 19",-0.23530968066248648
2019-03-05,8.6611,8.6709,8.5626,8.6315,40852648,40852648,-0.039369,-0.454,8.6304,"Mar 5, 19",-0.23878438324029239
2019-03-06,8.6118,8.6414,8.4248,8.4445,50378587,50378587,-0.187,-2.166,8.4813,"Mar 6, 19",-0.2552759919217575
2019-03-07,8.4248,8.4347,8.2132,8.3461,54285995,54285995,-0.098421,-1.166,8.3474,"Mar 7, 19",-0.2639539293241968
2019-03-08,8.2674,8.3363,8.2083,8.2871,43766799,43766799,-0.059052,-0.708,8.2911,"Mar 8, 19",-0.2691571641488301
2019-03-11,8.3264,8.4937,8.3166,8.4741,36875290,36875290,0.187,2.257,8.4463,"Mar 11, 19",-0.25266555546736513
2019-03-12,8.5134,8.5626,8.415,8.4347,37805025,37805025,-0.039369,-0.465,8.4591,"Mar 12, 19",-0.2561402580451712
2019-03-13,8.4544,8.5134,8.3658,8.3953,49018694,49018694,-0.039368,-0.467,8.4221,"Mar 13, 19",-0.25961496062297706
2019-03-14,8.3855,8.415,8.2674,8.2772,36307868,36307868,-0.118105,-1.407,8.327,"Mar 14, 19",-0.27003024931431946
2019-03-15,8.2871,8.3363,8.2378,8.2969,66555519,66555519,0.019684,0.238,8.2837,"Mar 15, 19",-0.2682928980254164
2019-03-18,8.3166,8.4347,8.2871,8.4347,37198328,37198328,0.137789,1.661,8.3695,"Mar 18, 19",-0.2561402580451712
2019-03-19,8.4741,8.73,8.4741,8.5626,57293608,57293608,0.127948,1.517,8.627,"Mar 19, 19",-0.24486070323041514
2019-03-20,8.5331,8.5331,8.3461,8.3756,54539726,54539726,-0.187,-2.184,8.3931,"Mar 20, 19",-0.26135231191188013
2019-03-21,8.3658,8.5528,8.356,8.5528,46843085,46843085,0.177158,2.115,8.4847,"Mar 21, 19",-0.24572496935382884
2019-03-22,8.4937,8.5331,8.3855,8.4052,41963991,41963991,-0.147632,-1.726,8.4382,"Mar 22, 19",-0.2587418754574878
2019-03-25,8.4248,8.5134,8.3363,8.3756,45849484,45849484,-0.029526,-0.351,8.4067,"Mar 25, 19",-0.26135231191188013
2019-03-26,8.4052,8.6217,8.4052,8.6217,47852114,47852114,0.246052,2.938,8.5389,"Mar 26, 19",-0.23964864936370608
